ip_request_rate,login_attempts,failed_logins,session_duration,pages_visited,request_size_kb,unique_endpoints,time_of_day,label
34.814443290588166,45,42,9.268805460229247,1,1.6009361440132424,2,5,brute_force
20.624683074055376,43,39,50.23323055175531,2,2.9384051337205817,1,2,brute_force
25.376956130793985,45,40,33.91969293803281,2,0.9176149883238889,1,3,brute_force
6.567245767663388,10,8,57.065443869645044,1,0.2246940235381793,2,1,brute_force
27.291581110916013,40,34,27.52958921923776,1,0.5961735816142788,2,4,brute_force
23.5879870709835,21,8,10.789255185835682,1,0.7887095411339679,1,5,brute_force
5.963785195431292,12,18,12.468397588516542,2,0.2910804616170668,2,2,brute_force
18.579536598140432,15,22,31.831815845582355,2,4.510407596780755,1,4,brute_force
38.457159013436176,46,42,53.86220197697747,2,4.974804067990676,1,0,brute_force
8.087059632645474,26,39,23.72129073399781,2,4.902534062827458,1,0,brute_force
23.629013590214164,31,30,29.224274267183322,2,4.151393371602453,1,2,brute_force
11.200982384515292,30,28,58.152956222652406,1,2.7696555219714156,1,3,brute_force
25.404454915761086,44,20,39.44288767815851,1,1.1158141156190342,1,0,brute_force
30.710227309249465,27,29,36.31575486502555,2,2.361083008247832,1,4,brute_force
10.179445157804217,14,24,44.09865941752755,2,1.2159737069057273,2,2,brute_force
36.83091138280347,20,19,7.088985980941941,2,3.9734979919469366,2,4,brute_force
32.79737318922919,29,19,58.328424976645245,1,2.3671104648204286,2,3,brute_force
21.91926025906013,41,13,37.380233717222595,2,2.5079490698899285,1,0,brute_force
24.694909465781873,32,22,38.316541672648114,2,2.5123948520057917,2,0,brute_force
35.29520009685933,23,34,27.41713147155993,1,3.05037322823842,1,3,brute_force
33.23062698141969,44,16,8.270936287700444,1,2.251834101505367,1,0,brute_force
36.25815718183952,28,10,29.65754804531822,1,4.860511907713884,1,1,brute_force
21.6895213911236,38,29,44.74888267340256,2,2.6834082861150215,2,5,brute_force
27.55645969923618,21,9,23.33740271875108,1,1.1324543229492956,1,5,brute_force
5.310214978971412,28,15,59.705675285799884,2,1.5436350420963467,1,2,brute_force
30.825433149653552,34,44,45.726187257443556,1,0.12776249119487965,2,4,brute_force
33.76743225789754,18,8,51.52567918227527,2,0.6115802357655991,1,0,brute_force
30.31023202626203,23,11,27.39085690190952,2,1.600072970310007,2,2,brute_force
27.12314403271848,22,39,8.977406139186623,1,0.5946118798898553,2,1,brute_force
7.690172634665723,43,23,31.30429363073729,2,0.4572189933027272,1,3,brute_force
35.21902683999507,12,15,21.0883300088908,2,2.0850032031850754,1,5,brute_force
16.25234954367587,48,8,35.1939247192903,2,4.897007464356563,1,2,brute_force
17.52349294397421,34,29,15.331356889577576,1,2.5651113588211985,2,1,brute_force
25.50526759587317,17,27,42.54394716728713,2,2.369546312081575,2,3,brute_force
15.611792081136612,24,29,35.98089120245981,2,0.8000922105631174,1,1,brute_force
19.050597081961776,40,21,53.50956933468997,2,3.1848327147695095,1,0,brute_force
31.202583194417,24,38,15.397173860014245,1,0.32957435178525535,2,5,brute_force
29.744177060950065,32,31,51.16361707958013,1,1.7678166568982374,2,0,brute_force
7.8950411533523726,37,18,50.46930629620601,1,1.4249271032841753,1,1,brute_force
15.967177115480009,45,25,54.05296796459041,1,2.1696841587030993,2,3,brute_force
28.629902140238382,26,30,32.15977222513108,1,4.65783773064828,1,1,brute_force
9.869054711188063,30,28,53.15311746039389,1,4.833632775130519,2,2,brute_force
38.27704477059683,34,37,19.79324173774623,2,3.930936930390185,2,4,brute_force
6.686510433765368,46,35,52.62010908722954,1,2.3427280652805407,2,5,brute_force
31.977321639235793,16,20,27.907743754713344,1,2.137407753368506,2,0,brute_force
28.0073718759545,20,29,16.865737354704976,1,3.7947128711490734,1,1,brute_force
18.815702384568986,17,14,11.914834794572442,1,1.6465739844404153,2,3,brute_force
18.829581766402615,49,8,53.96182514498959,2,0.3107340641480035,1,0,brute_force
33.81583004372513,19,17,5.808136376022461,1,4.5642366435601796,2,5,brute_force
29.82840384805868,23,17,6.728200183120011,1,2.0810197615488586,1,3,brute_force
25.829608621698853,33,36,30.525233769942712,2,0.3041184100751439,2,5,brute_force
31.680816120767854,37,23,47.51068150318633,2,0.7444395078902518,2,2,brute_force
25.137439113804458,39,41,14.995655489020464,1,0.18600658049648167,1,0,brute_force
32.0599655871535,16,19,5.074449414350749,1,3.3487359960947023,1,3,brute_force
34.64712894443648,18,39,54.420833257116165,1,3.070118168174051,2,4,brute_force
18.9301852534076,13,10,44.05744874889362,1,1.3083578113923209,2,4,brute_force
31.16055423088429,32,33,37.02148178725271,2,4.71934916356115,1,3,brute_force
635.5858662402104,2,1,1.680445365550757,1,0.7947934216966055,1,11,ddos
695.7876571464714,0,1,8.624749951302235,1,0.6987793743518511,1,18,ddos
317.57016767056774,0,1,6.723592364473556,1,0.8375148416412914,1,10,ddos
407.9239833942663,0,0,9.257372588187913,1,0.6519585607756987,1,14,ddos
248.50314085317456,1,1,7.210869024140591,1,1.8681529292084202,1,19,ddos
704.7374321833307,2,1,2.2084736581204796,1,1.9200748300078638,1,1,ddos
393.51463529031133,0,1,7.11658299461597,1,0.2448545141497725,1,5,ddos
942.9282296119063,1,1,5.921736768776135,1,0.44258507730327845,1,2,ddos
332.5998238561248,0,1,2.8826691886713505,1,0.1949601544533896,1,0,ddos
309.5992504429371,2,0,5.745093946785214,1,0.8445307631772498,1,11,ddos
968.5015804105598,2,1,9.95337364569356,1,1.4522733309174927,1,11,ddos
407.6334265408723,0,1,6.342048418409074,1,0.23885496785132848,1,21,ddos
210.423654205667,1,1,8.464524642626614,1,1.4910329530016162,1,1,ddos
758.6489257820582,2,0,9.576071163980448,1,1.9374000947094663,1,7,ddos
329.3371489895695,1,1,3.789999434546104,1,0.5408756749121013,1,10,ddos
733.2803832372954,2,1,6.085767812074806,1,1.5660911308593546,1,21,ddos
682.4514449364133,0,1,8.059787722030759,1,0.8162725296599321,1,9,ddos
843.8024975917559,0,1,8.272713541202469,1,0.43798743569314447,1,22,ddos
783.0891538159575,2,1,4.858318188877902,1,0.1554225509260025,1,2,ddos
915.7142380621076,0,1,9.112447869777414,1,0.39223334681905475,1,22,ddos
935.6248197248398,2,0,1.4042016909605426,1,1.5459150546412448,1,16,ddos
708.3549165276181,0,1,9.265837889308678,1,1.906764329554842,1,13,ddos
697.631649896795,0,1,4.476908557688193,1,1.1902983827985754,1,17,ddos
725.3048589663009,1,0,2.7243365116134317,1,1.8446542646833304,1,19,ddos
222.01534811233222,2,0,7.765949557351839,1,0.534519377860693,1,0,ddos
340.17741768466186,1,1,3.54230869579324,1,1.9058724240930618,1,4,ddos
775.3279175556552,2,0,5.65028546703641,1,1.541674882138918,1,18,ddos
315.051480251851,2,0,9.13381814597628,1,1.7071141458739385,1,4,ddos
535.5583951658509,2,1,8.999986816032667,1,1.1345609611935332,1,12,ddos
672.9042426068131,0,1,3.984082291604744,1,1.7245573830778769,1,13,ddos
256.92662813874625,1,0,8.915469136553138,1,0.9740045516035178,1,14,ddos
848.7028648063348,2,0,7.54074301751377,1,1.5704218213642638,1,23,ddos
723.7205494927637,2,1,8.882947751653514,1,1.1242796501984165,1,23,ddos
432.0233549191247,0,0,4.5264156695515005,1,1.1387309890578599,1,8,ddos
200.00930780429292,0,1,5.702591629770296,1,0.20380539800184735,1,9,ddos
360.4482008583864,2,1,1.0908154602012226,1,0.9312156605555985,1,18,ddos
241.52075486984722,1,0,6.967424726230802,1,1.5096030212215588,1,4,ddos
807.2551514067005,1,1,9.064367196914972,1,1.6542508233635167,1,15,ddos
853.4235732045088,1,0,4.338469073419887,1,1.813686373823385,1,21,ddos
524.6009348920488,1,0,5.882239031163905,1,0.3842427541012098,1,15,ddos
57.84558163171239,12,11,2.578798328973325,16,412.25268697022284,18,16,suspicious
145.22217856975948,12,7,9.429131851553075,18,479.6834507482049,24,20,suspicious
106.00916974433954,3,2,21.837711529798327,33,247.71230808621644,18,23,suspicious
65.90250037402613,9,7,27.787846590704124,37,150.05010285669877,26,1,suspicious
130.7070903866703,11,7,11.397092719555596,34,162.9305120007313,26,16,suspicious
122.70567616153902,9,2,10.735552569139717,29,302.6690595930983,13,17,suspicious
51.60618649810061,13,5,5.4827192747570805,28,381.4799118516204,23,1,suspicious
93.76613281482034,6,9,21.736388281214687,33,382.47727318534345,10,16,suspicious
104.07345671331042,7,2,10.647363872205544,30,445.0561884596716,22,15,suspicious
130.00034817636814,5,4,13.10350309571897,25,446.11830356356495,29,3,suspicious
112.50291860852057,4,9,24.85950197902086,39,418.6725588765489,16,13,suspicious
112.48740996069989,5,3,25.31925055007159,33,351.19735304163925,29,15,suspicious
66.28150496768637,3,2,2.554278433723123,35,222.71063980885648,21,16,suspicious
143.49944318387654,7,10,26.583565915575374,19,127.34128012398344,10,17,suspicious
93.27668795992626,5,7,11.308772400163937,16,182.16056339121172,16,3,suspicious
148.20495370159625,6,7,22.53762890177891,37,179.5968555837747,28,21,suspicious
110.11026956243282,6,9,9.736935037043901,24,465.89244598260143,17,9,suspicious
67.93646820122105,8,11,5.172498132368998,23,395.15399393384246,29,8,suspicious
70.44405739495468,3,8,9.399735368441899,24,306.7159756512633,12,15,suspicious
113.07004711587851,10,11,21.313807778947393,25,338.1438645034416,24,5,suspicious
56.83341048456042,11,7,21.482329374352457,33,349.45951131610644,24,1,suspicious
76.74020278575412,4,7,29.020430344725213,29,325.4639884115049,18,0,suspicious
117.20560387522534,8,10,16.721174147655777,16,446.4382534446766,10,18,suspicious
60.59058044037576,12,6,28.452615245926232,36,475.62283838687483,13,1,suspicious
87.35548010476819,14,2,2.4310569673566373,18,474.50685576528764,18,3,suspicious
143.96515112935083,12,5,22.320325490194893,28,175.41624229970046,15,15,suspicious
116.49945162377738,12,3,22.799099297376856,32,137.05019322054687,24,14,suspicious
131.7252311366821,13,10,14.274779440861316,33,335.78159579387886,26,10,suspicious
113.76882468959354,12,3,21.99347625458755,22,361.5976369359205,24,19,suspicious
51.37455540113452,3,10,2.442769494522938,25,199.02390811195457,17,10,suspicious
